Source,Target
write a python function to pickle data to a file,"""\ndef pickle_data(data, pickle_file) : \n\timport pickle\n\twith open(pickle_file, 'wb') as f : \n\t\t pickle.dump(data, f, pickle.HIGHEST_PROTOCOL)\n\treturn None"""
write a python function to load pickle data from a file,"""\ndef load_pickle_data(pickle_file) : \n\timport pickle\n\twith open(pickle_file, 'rb') as f : \n\t\t data = pickle.load(f)\n\treturn data"""
write a python function to check if a given string is a palindrome,'\ndef isPalindrome(s) : \n\treturn s == s[ :  : -1]'
write a python function to check if a given string is symmetrical,'\ndef symmetry(a) :  \n\tn = len(a) \n\tflag = 0\n\tif n%2 :  \n\t\tmid = n//2 +1\n\telse :  \n\t\tmid = n//2\n\tstart1 = 0\n\tstart2 = mid \n\twhile(start1 < mid and start2 < n) :  \n\t\tif (a[start1]== a[start2]) :  \n\t\t\tstart1 = start1 + 1\n\t\t\tstart2 = start2 + 1\n\t\telse :  \n\t\t\tflag = 1\n\t\t\tbreak\n\treturn flag'
write a function to reverse words of string,"""\ndef rev_sentence(sentence) :   \n\twords = sentence.split(' ')  \n\treverse_sentence = ' '.join(reversed(words))  \n\treturn reverse_sentence """
write a program to check if a substring is present in a given string,"'\nstring = ""how are you?""\nsubstring = ""are""\nif (string.find(substring) == -1) :  \n\tprint(""NO"") \nelse :  \n\tprint(""YES"")  '"
write a program to print length of a string,"'\nstr1 = ""great way to learn!""\nprint(len(str1))'"
write a program to print words frequncy in a given string,"'\ntest_str = ""It is a great meal at a great restaurant on a great day""\nprint(""Original String :  "" + str(test_str))\nres = {key :  test_str.count(key) for key in test_str.split()} \nprint(""The words frequency :  "" + str(res))'"
write a program to print even length words in a string,"'\nstr1 = ""I am doing fine""\ns = str1.split(\' \')\nfor word in s :   \n\tif len(word)%2==0 :  \n\t\tprint(word)  '"
write a program to accept the strings which contains all vowels,"'\nstr1 = ""__main__""\nif len(set(str1).intersection(""AEIOUaeiou""))>=5 :  \n\tprint(\'accepted\') \nelse :  \n\tprint(""not accepted"") '"
write a program to print count of number of unique matching characters in a pair of strings,"'\nstr1=""ababccd12@""\nstr2=""bb123cca1@""\nmatched_chars = set(str1) & set(str2) \nprint(""No. of matching characters are  :  "" + str(len(matched_chars)) )'"
write a program to remove all duplicate characters from a string,"'\nstr1 = ""what a great day!""\nprint("""".join(set(str1)))'"
write a program to print least frequent character in a string,"'\nstr1=""watch the match""\nall_freq = {} \nfor i in str1 :  \n\tif i in all_freq :  \n\t\tall_freq[i] += 1\n\telse :  \n\t\tall_freq[i] = 1\nres = min(all_freq, key = all_freq.get)\nprint(""Minimum of all characters is :  "" + str(res))'"
write a program to print maximum frequency character in a string,"'\nstr1 = ""watch the match""\nall_freq = {} \nfor i in str1 :  \n\tif i in all_freq :  \n\t\tall_freq[i] += 1\n\telse :  \n\t\tall_freq[i] = 1\nres = max(all_freq, key = all_freq.get)\nprint(""Maximum of all characters is :  "" + str(res))'"
write a program to find and print all words which are less than a given length in a string,"'\nstr1 = ""It is wonderful and sunny day for a picnic in the park""\nstr_len = 5\nres_str = [] \ntext = str1.split("" "") \nfor x in text :  \n\tif len(x) < str_len :  \n\t\tres_str.append(x) \nprint(""Words that are less than "" + str(str_len) + "" :  "" + str(res_str))'"
write a program to split and join a string with a hyphen delimiter,"'\nstr1 = ""part of speech""\ndelimiter = ""-""\nlist_str = str1.split("" "")\nnew_str = delimiter.join(list_str)\nprint(""Delimited String is :  "" + new_str)'"
write a program to check if a string is binary or not,"'\nstr1=""01110011 a""\nset1 = set(str1)\nif set1 == {\'0\',\'1\'} or set1 == {\'0\'} or set1 == {\'1\'} : \n\tprint(""string is binary"")\nelse : \n\tprint(""string is not binary"")'"
write a function to remove i-th indexed character in a given string,"'\ndef remove_char(string, i) : \n\tstr1 = string[  :  i]  \n\tstr2 = string[i + 1 :  ] \n\treturn str1 + str2 '"
write a function to find all urls in a given string,"'\nimport re \ndef find_urls(string) :  \n\tregex = r""(?i)\\b((? : https? : //|www\\d{0,3}[.]|[a-z0-9.\\-]+[.][a-z]{2,4}/)(? : [^\\s()<>]+|\\(([^\\s()<>]+|(\\([^\\s()<>]+\\)))*\\))+(? : \\(([^\\s()<>]+|(\\([^\\s()<>]+\\)))*\\)|[^\\s`!()\\[\\]{}; : \'\\"".,<>?«»“”‘’]))""\n\turl = re.findall(regex,string)\t   \n\treturn [x[0] for x in url] '"
write a function to find uncommon words from two strings,"'\ndef UncommonWords(str1, str2) :  \n\tcount = {} \n\tfor word in str1.split() :  \n\t\tcount[word] = count.get(word, 0) + 1\n\tfor word in str2.split() :  \n\t\tcount[word] = count.get(word, 0) + 1\n\treturn [word for word in count if count[word] == 1]'"
write a function to find common words from two strings,"'\ndef commonWords(str1, str2) :  \n\tcount = {} \n\tfor word in str1.split() :  \n\t\tcount[word] = count.get(word, 0) + 1\n\tfor word in str2.split() :  \n\t\tcount[word] = count.get(word, 0) + 1\n\treturn [word for word in count if count[word] > 1]'"
write a program to replace duplicate word occurence in String,"'\nstr1 = ""IISC is the best. IISC has Classes in the evening for professionals. Classes help to learn new things.""\nrepl_dict = {\'IISC\' : \'It\', \'Classes\' :  \'They\'}\nstr_list = str1.split(\' \') \nres = set() \nfor idx, ele in enumerate(str_list) :  \n\tif ele in repl_dict :  \n\t\tprint(str(idx) + \'  \'+ele)\n\t\tif ele in res :  \n\t\t\tstr_list[idx] = repl_dict[ele] \n\t\telse :  \n\t\t\tres.add(ele)\nres = \' \'.join(str_list)\nprint(""Replaced String :  "" + str(res))'"
write a program to replace multiple words with a single word,"'\nstr1 = \'CoffeeDay is best for coffee and having long conversations\'\nword_list = [""best"", \'long\'] \nrepl_word = \'good\'\nres = \' \'.join([repl_word if idx in word_list else idx for idx in str1.split()]) \nprint(""String after multiple replace  :  "" + str(res))'"
write a function to rotate string left by a given length,"'\ndef rotate_left(input,d) :   \n\tLfirst = input[0  :  d]  \n\tLsecond = input[d  : ]  \n\treturn (Lsecond + Lfirst) '"
write a function to rotate string right by a given length,"'\ndef rotate_right(input,d) :   \n\tRfirst = input[0  :  len(input)-d]  \n\tRsecond = input[len(input)-d  :  ]  \n\treturn (Rsecond + Rfirst) '"
write a function to replace all occurances of a substring in a string,"'\nstr1 = ""Hello! It is a Good thing""\nsubstr1 = ""Good""\nsubstr2 = ""bad""\nreplaced_str = str1.replace(substr1, substr2)\nprint(""String after replace  : "" + str(replaced_str))'"
write a program to move numbers to the end of a string,"'\nstr1 = \'hi 123 how are you doing? 567 is with you. Take care of 89\'\nres = \'\' \ndig = \'\' \nfor ele in str1 :  \n\tif ele.isdigit() :  \n\t\tdig += ele \n\telse :  \n\t\tres += ele \nres += dig \nprint(""Strings after digits at end  :  "" + str(res))'"
write a program to count characters surrounding vowels,"'\nstr1 = \'week after week the numbers are increasing\'\nres = 0\nvow_list = [\'a\', \'e\', \'i\', \'o\', \'u\']\nfor idx in range(1, len(str1) - 1) :  \n\tif str1[idx] not in vow_list and (str1[idx - 1] in vow_list or str1[idx + 1] in vow_list) :  \n\t\tres += 1\nif str1[0] not in vow_list and str1[1] in vow_list :  \n\tres += 1\nif str1[-1] not in vow_list and str1[-2] in vow_list :  \n\tres += 1\nprint(""Characters around vowels count  :  "" + str(res))'"
write a function that return space count,"'\ndef count_space(str1) :  \n\tcount = 0\n\tfor i in range(0, len(str1)) :  \n\t\tif str1[i] == "" "" :  \n\t\t\tcount += 1\n\treturn count'"
write a program to break up string into individual elements,"'\nstr1 = ""whatisthis""\nsplit_string = list(\'\'.join(str1)) \nprint(split_string) '"
write a program to extract string of N size and having K distict characters,"'\nstr1 = \'GoodisalwaysGoood\'\nN = 3\nK = 2\nres = [] \nfor idx in range(0, len(str1) - N + 1) :  \n\tif (len(set(str1[idx :  idx + N])) == K) :  \n\t\tres.append(str1[idx :  idx + N]) \nprint(""Extracted Strings  :  "" + str(res)) '"
write a program to increment number which is at end of string,"'\nimport re \nstr1 = \'count001\'\nres = re.sub(r\'[0-9]+$\', \n\t\t\t\tlambda x :  f""{str(int(x.group())+1).zfill(len(x.group()))}"",  \n\t\t\t\tstr1) \nprint(""Incremented numeric String  :  "" + str(res))'"
write a program to calculate and print number of letters and digits in a string,"'\nstr1 = ""python1234""\ntotal_digits = 0\ntotal_letters = 0\nfor s in str1 :  \n\tif s.isnumeric() :  \n\t\ttotal_digits += 1\n\telse :  \n\t\ttotal_letters += 1\nprint(""Total letters found  :  "", total_letters) \nprint(""Total digits found  :  "", total_digits) '"
write a function to check if a lower case letter exists in a given string,'\ndef check_lower(str1) : \n\tfor char in str1 :  \n\t\tk = char.islower()   \n\t\tif k == True :  \n\t\t\treturn True \n\tif(k != 1) :  \n\t\treturn False'
write a function to check if a upper case letter exists in a given string,'\ndef check_upper(str1) : \n\tfor char in str1 :  \n\t\tk = char.isupper()   \n\t\tif k == True :  \n\t\t\treturn True\n\tif(k != 1) :  \n\t\treturn False'
write a program to print number of words in a string,"'\nstr1 = \'It is a glorious day\'\nres = len(str1.split()) \nprint(""The number of words in string are  :  "" + str(res)) '"
write a program to print number of characters in a string,"'\nstr1 = \'It is a glorious day\'\nres = len(str1) \nprint(""The number of characters in string are  :  "", str(res)) '"
write a funtion that accepts two lists of equal length and converts them into a dictioinary,"'\ndef list_to_dict(list1, list2) : \n\treturn dict(zip(list1, list2))'"
write a python function that accepts a list of dictionaries and sorts it by a specified key,"'\ndef sort_dict_list(dict_list, sort_key) : \n\tdict_list.sort(key=lambda item :  item.get(sort_key))'"
write a program to print the longest key in a dictioinary,"'\ndict_1 = {""key1"" :  10, ""keeeey2"" :  2, ""ky3"" :  30}\nmax_key=\'\'\nfor key in dict_1 : \n\tif len(key)>len(max_key) : \n\tmax_key=key\nprint(max_key)'"
write a program to capitalize the first and last character of each key in a dictionary,"""\ninput_dict = {'key_a' :  10, 'kEy' :  2, 'Key_B' :  13}\nfor key in list(input_dict.keys()) : \n\tnew_key = key[0].upper() + key[1 : -1] + key[-1].upper()\n\tinput_dict[new_key] = input_dict[key]\n\tif key != new_key : \n\tdel input_dict[key]"""
"write a program that iterates over a dictionary and prints ""Bingo!"" if length of value is greater than the length of key. Otherwise print ""no bingo""","'\nkey_val_map = {""key1"" :  ""length1"", ""key2"" :  ""len2"", ""Hello"" :  ""hi"", ""bingo"" :  ""print bingo""}\nfor key, val in key_val_map.items() : \n\tif len(val) > len(key) : \n\tprint(""Bingo!"")\n\telse : \n\tprint(""no bingo"")'"
write a python function that accepts a dictionary that has unique values and returns its inversion,"'\ndef invert_dict(input_dict) : \n\tmy_inverted_dict = {value :  key for key, value in input_dict.items()}\n\treturn my_inverted_dict'"
write a function that inverts a dictionary with non-unique values. Keys that map to the same values should be appended to a list in the inverted dictionary,"'\ndef invert_dict_non_unique(my_dict) : \n\tmy_inverted_dict = dict()\n\tfor key, value in my_dict.items() : \n\t\t my_inverted_dict.setdefault(value, list()).append(key)\n\treturn my_inverted_dict'"
write a program to merge a list of dictionaries into a single dictionary using dictionary comprehension,"'\ninput = [{""foo"" :  ""bar"", ""Hello"" :  ""World""},\n\t\t\t{""key1"" :  ""val1"", ""key2"" :  ""val2""},\n\t\t\t{""sample_key"" :  ""sample_val""}]\nmerged_dict = {key :  value for d in input for key, value in d.items()}'"
write a function to return the mean difference in the length of keys and values of dictionary comprising of strings only.,"'\ndef mean_key_val_diff(input_dict) : \n\tsum_diff = 0\n\tfor key, val in input_dict.items() : \n\tsum_diff += abs(len(val) - len(key))\n\treturn sum_diff/len(input_dict)'"
write a program that prints the number of unique keys in a list of dictionaries.,"'\nlist_of_dicts = [{""key1"" :  ""val1"", ""Country"" :  ""India""}, \n\t\t\t\t\t{""Country"" :  ""USA"", ""foo"" :  ""bar""},\n\t\t\t\t\t{""foo"" :  ""bar"", ""foo2"" : ""bar2""}]\nunique_keys = []\nfor d in list_of_dicts : \n\tfor key in d : \n\tif key not in unique_keys : \n\t\t unique_keys.append(key)\nprint(f""Number of unique keys :  {len(unique_keys)}"")'"
write a Python program to replace the value of a particular key with nth index of value if the value of the key is list.,"'\ntest_list = [{\'tsai\' :  [5, 3, 9, 1], \'is\' :  8, \'good\' :  10}, \n\t\t\t\t{\'tsai\' :  1, \'for\' :  10, \'geeks\' :  9}, \n\t\t\t\t{\'love\' :  4, \'tsai\' :  [7, 3, 22, 1]}]   \nN = 2\nkey = ""tsai""  \nfor sub in test_list :  \n\tif isinstance(sub[key], list) :  \n\t\tsub[key] = sub[key][N]'"
write a program to convert a dictionary value list to dictionary list and prints it.,"'\ntest_list = [{\'END\'  :  [5, 6, 5]}, {\'is\'  :  [10, 2, 3]}, {\'best\'  :  [4, 3, 1]}] \nres =[{} for idx in range(len(test_list))] \nidx = 0\nfor sub in test_list :  \n\tfor key, val in sub.items() :  \n\t\tfor ele in val :  \n\t\t\tres[idx][key] = ele \n\t\t\tidx += 1\n\t\tidx = 0\nprint(""Records after conversion  :  "" + str(res))'"
